Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Status
rimless-watermark-back-to-wall-toilet-soft-close-seat-wels-rated-local-pickup-ce,"Rimless Watermark Back-to-Wall Toilet | Soft Close Seat | WELS Rated | Local Pickup – Central Coast, NSW","<p>Modern, Hygienic &amp; Water-Saving – Available for Local Pickup in Central Coast, NSW!</p><p>Upgrade your bathroom with the Rimless Back-to-Wall Toilet Suite, designed for modern style, superior hygiene, and water efficiency. Featuring a rimless bowl, this toilet eliminates hidden crevices where bacteria can grow, making it easier to clean and more hygienic than traditional designs.</p><p>The back-to-wall design creates a seamless, space-saving look by concealing plumbing for a sleek finish. It also includes a soft-close seat to prevent slamming and a WELS-rated dual flush system (4.5L/3L) to help conserve water while maintaining powerful performance.</p><p>Perfect for home renovations, new builds, and quick replacements</p><p>Local pickup only – available exclusively for Central Coast customers</p><p>Key Features &amp; Benefits</p><p>Local Pickup – No Waiting for Delivery! – Pick up directly from our Central Coast showroom. Ideal for urgent bathroom upgrades or same-day replacements.</p><p>Rimless Hygienic Design – No hidden rims or hard-to-reach areas where bacteria and grime can accumulate, making cleaning effortless.</p><p>Soft-Close Seat for Quiet Comfort – Prevents loud slamming, reducing noise and extending product life.</p><p>Back-to-Wall Design for a Seamless Look – Flushes against the wall, hiding pipes for a modern, clean bathroom aesthetic.</p><p>Water-Saving Dual Flush System (WELS Rated) – Choose between 4.5L full flush and 3L half flush to conserve water and reduce household bills.</p><p>Durable High-Quality Ceramic – Scratch-resistant, easy-to-clean gloss white finish for long-lasting performance.</p><p>Back Inlet Connection – Designed for efficient installation and compatibility with standard plumbing setups.</p><p>This product is WELS-rated (4-star) and WaterMark-certified, meeting Australian standards for water efficiency (AS/NZS 6400:2016) and plumbing compliance (AS/NZS 1172).</p><p>Note: This product is not available for shipping . Pickup is required from our Central Coast warehouse.</p>",Enviro Aqua,,Specialty,,TRUE,Title,Default Title,,,,,EA-MR-4622,0,shopify,10,deny,manual,265.00,,TRUE,TRUE,,https://enviroaqua.com.au/wp-content/uploads/2024/10/rimless-1.png,1,"Rimless Watermark Back-to-Wall Toilet | Soft Close Seat | WELS Rated | Local Pickup – Central Coast, NSW",FALSE,Rimless Watermark Back-to-Wall | WaterMark | Enviro Aqua,"WaterMark certified, WELS rated toilet suite designed for full compliance with Australian plumbing standards (AS/NZS 6400).",active
rimless-watermark-back-to-wall-toilet-soft-close-seat-wels-rated-local-pickup-ce,,,,,,,,,,,,,,,,,,,,,,,,,https://enviroaqua.com.au/wp-content/uploads/2024/10/rimless-2.png,2,"Rimless Watermark Back-to-Wall Toilet | Soft Close Seat | WELS Rated | Local Pickup – Central Coast, NSW",,,,
rimless-watermark-wash-down-toilet-soft-close-seat-wels-rated-local-pickup-centr,"Rimless Watermark Wash Down Toilet | Soft Close Seat | WELS Rated | Local Pickup – Central Coast, NSW","<p>Modern, Hygienic &amp; Water-Saving – Available for Local Pickup in Central Coast, NSW!</p><p>Upgrade your bathroom with the Rimless WaterMark Wash Down Toilet, designed for modern style, superior hygiene, and water efficiency. Featuring a rimless bowl, this toilet eliminates hidden crevices where bacteria can grow, making it easier to clean and more hygienic than traditional designs.</p><p>The wash-down flush system ensures powerful, efficient waste removal, while the soft-close seat prevents slamming for a quieter, more comfortable experience. The WELS-rated dual flush system (4.5L/3L) helps conserve water while maintaining strong performance.</p><p>Perfect for home renovations, new builds, and quick replacements</p><p>Local pickup only – available exclusively for Central Coast customers</p><p>Key Features &amp; Benefits</p><p>Local Pickup – No Waiting for Delivery! – Pick up directly from our Central Coast warehouse. Ideal for urgent bathroom upgrades or same-day replacements.</p><p>Rimless Hygienic Design – No hidden rims or hard-to-reach areas where bacteria and grime can accumulate, making cleaning effortless.</p><p>Soft-Close Seat for Quiet Comfort – Prevents loud slamming, reducing noise and extending product life.</p><p>Wash Down Flush System – Uses direct water pressure for efficient waste removal, reducing stains and buildup.</p><p>Water-Saving Dual Flush System (WELS Rated) – Choose between 4.5L full flush and 3L half flush to conserve water and reduce household bills.</p><p>Durable High-Quality Ceramic – Scratch-resistant, easy-to-clean gloss white finish for long-lasting performance.</p><p>Back Inlet Connection – Designed for efficient installation and compatibility with standard plumbing setups.</p><p>Certified for Quality &amp; Water Efficiency</p><p>This product is WELS-rated (4-star) and WaterMark-certified, meeting Australian standards for water efficiency (AS/NZS 6400:2016) and plumbing compliance (AS/NZS 1172).</p><p>📌 Note: This product is not available for shipping . Pickup is required from our Central Coast warehouse.</p>",Enviro Aqua,,Specialty,,TRUE,Title,Default Title,,,,,EA-MR-4627,0,shopify,10,deny,manual,295.00,,TRUE,TRUE,,https://enviroaqua.com.au/wp-content/uploads/2024/10/rimless-washdown_3.png,1,"Rimless Watermark Wash Down Toilet | Soft Close Seat | WELS Rated | Local Pickup – Central Coast, NSW",FALSE,Rimless Watermark Wash Down Toilet | WaterMark | Enviro Aqua,"Modern, Hygienic & Water-Saving – Available for Local Pickup in Central Coast, NSW!",active
rimless-watermark-wash-down-toilet-soft-close-seat-wels-rated-local-pickup-centr,,,,,,,,,,,,,,,,,,,,,,,,,https://enviroaqua.com.au/wp-content/uploads/2024/10/rimless-washdown_2-1.png,2,"Rimless Watermark Wash Down Toilet | Soft Close Seat | WELS Rated | Local Pickup – Central Coast, NSW",,,,
rimless-watermark-wash-down-toilet-soft-close-seat-wels-rated-local-pickup-centr,,,,,,,,,,,,,,,,,,,,,,,,,https://enviroaqua.com.au/wp-content/uploads/2024/10/rimless-washdown_1.png,3,"Rimless Watermark Wash Down Toilet | Soft Close Seat | WELS Rated | Local Pickup – Central Coast, NSW",,,,
rimless-watermark-wash-down-toilet-soft-close-seat-wels-rated-local-pickup-centr,,,,,,,,,,,,,,,,,,,,,,,,,https://enviroaqua.com.au/wp-content/uploads/2024/10/rimless-washdown_7.png,4,"Rimless Watermark Wash Down Toilet | Soft Close Seat | WELS Rated | Local Pickup – Central Coast, NSW",,,,
rimless-watermark-wash-down-toilet-soft-close-seat-wels-rated-local-pickup-centr,,,,,,,,,,,,,,,,,,,,,,,,,https://enviroaqua.com.au/wp-content/uploads/2024/10/rimless-washdown_6.png,5,"Rimless Watermark Wash Down Toilet | Soft Close Seat | WELS Rated | Local Pickup – Central Coast, NSW",,,,
rimless-watermark-wash-down-toilet-soft-close-seat-wels-rated-local-pickup-centr,,,,,,,,,,,,,,,,,,,,,,,,,https://enviroaqua.com.au/wp-content/uploads/2024/10/rimless-washdown_5.png,6,"Rimless Watermark Wash Down Toilet | Soft Close Seat | WELS Rated | Local Pickup – Central Coast, NSW",,,,
rimless-watermark-wash-down-toilet-soft-close-seat-wels-rated-local-pickup-centr,,,,,,,,,,,,,,,,,,,,,,,,,https://enviroaqua.com.au/wp-content/uploads/2024/10/rimless-washdown_4.png,7,"Rimless Watermark Wash Down Toilet | Soft Close Seat | WELS Rated | Local Pickup – Central Coast, NSW",,,,
toilet-rimless-modern-watermark-ceramic-p-trap-commode-modern-2piece-toilet-wels,Toilet Rimless Modern Watermark Ceramic p trap Commode modern 2Piece Toilet WELS,"<p>## Compliant for Australian installation</p><p>Any toilet installed in Australia must carry <strong>WaterMark certification under AS/NZS 6400</strong> — without it, the installation isn&#x27;t compliant and won&#x27;t pass a certifying plumber&#x27;s inspection. This suite is fully WaterMark certified and WELS-rated, suitable for residential and commercial installation throughout Australia.</p><p>## Why rimless matters for hygiene</p><p>Traditional toilets have a rim around the inside of the bowl that holds the flush water — and also captures bacteria, mineral deposits, and limescale in places you can&#x27;t easily reach with a brush. Rimless designs eliminate this entire harbour. The flush water enters through directional jets that swirl the bowl without needing a rim. The result is a toilet that:</p><ul><li>Stays visibly cleaner between cleans</li><li>Is faster to actually clean (a single pass with the brush reaches everywhere)</li><li>Doesn&#x27;t develop the mineral build-up that ages traditional toilets visually</li><li>Is more hygienic in shared bathrooms</li></ul><p>## Trap flexibility</p><p>This suite is engineered to suit both common Australian waste configurations:</p><ul><li><strong>P-trap (180mm):</strong> Wall-exit waste, common in modern construction</li><li><strong>S-trap (100/250mm):</strong> Floor-exit waste, common in older homes and slab-on-ground construction</li></ul><p>This is genuinely useful — many toilet suites are sold as either P-trap *or* S-trap, forcing you to commit before knowing your exact rough-in. This one works for either, simplifying the order and reducing the risk of getting the wrong fitting.</p><p>## Soft-close UF seat included</p><p>The included seat is <strong>UF (urea-formaldehyde resin)</strong> — the high-end material used in commercial toilets, more durable than the cheap PP plastic seats found on imported budget toilets. Soft-close hinges prevent the seat slamming, which extends the life of both the seat and the toilet (slamming chips porcelain over time).</p><p>## Specifications</p><ul><li><strong>Type:</strong> Two-piece floor-mount toilet suite</li><li><strong>Bowl:</strong> Rimless ceramic</li><li><strong>Flush:</strong> WELS-rated 4.5L full / 3L half (dual flush)</li><li><strong>Trap:</strong> P-trap 180mm OR S-trap 100/250mm</li><li><strong>Seat:</strong> UF soft-close (included)</li><li><strong>Cistern fittings:</strong> R&amp;T (R&amp;T is the Australian-standard valve manufacturer)</li><li><strong>Dimensions:</strong> 640 × 370 × 800 mm</li><li><strong>Material:</strong> Vitreous china, fired at 1260°C+</li><li><strong>Certifications:</strong> WaterMark, WELS</li></ul><p>## What&#x27;s in the box</p><ul><li>Toilet pan with rimless flush bowl</li><li>Cistern with R&amp;T inlet/outlet fittings</li><li>UF soft-close toilet seat with hinges</li><li>Flush push button</li><li>Pan connector (P-trap and S-trap configurable)</li></ul><p>## Installation</p><p>Installation must be carried out by a licensed plumber as required by Australian plumbing regulations. Allow 1-2 hours for installation including waste connection, water supply, and final commissioning.</p>",Enviro Aqua,,Specialty,,TRUE,Title,Default Title,,,,,EA-MR-4637,0,shopify,10,deny,manual,265.00,,TRUE,TRUE,,https://enviroaqua.com.au/wp-content/uploads/2024/10/rimless-4.png,1,Toilet Rimless Modern Watermark Ceramic p trap Commode modern 2Piece Toilet WELS,FALSE,Rimless Dual-Flush Toilet Suite | WaterMark | Enviro Aqua,"Modern, Hygienic & Water-Saving – Available for Local Pickup in Central Coast, NSW!",active
toilet-rimless-modern-watermark-ceramic-p-trap-commode-modern-2piece-toilet-wels,,,,,,,,,,,,,,,,,,,,,,,,,https://enviroaqua.com.au/wp-content/uploads/2024/10/rimless-3-1.png,2,Toilet Rimless Modern Watermark Ceramic p trap Commode modern 2Piece Toilet WELS,,,,
toilet-rimless-modern-watermark-ceramic-p-trap-commode-modern-2piece-toilet-wels,,,,,,,,,,,,,,,,,,,,,,,,,https://enviroaqua.com.au/wp-content/uploads/2024/10/rimless-2-1.png,3,Toilet Rimless Modern Watermark Ceramic p trap Commode modern 2Piece Toilet WELS,,,,
toilet-rimless-modern-watermark-ceramic-p-trap-commode-modern-2piece-toilet-wels,,,,,,,,,,,,,,,,,,,,,,,,,https://enviroaqua.com.au/wp-content/uploads/2024/10/rimless-1-1.png,4,Toilet Rimless Modern Watermark Ceramic p trap Commode modern 2Piece Toilet WELS,,,,
toilet-rimless-modern-watermark-ceramic-p-trap-commode-modern-2piece-toilet-wels,,,,,,,,,,,,,,,,,,,,,,,,,https://enviroaqua.com.au/wp-content/uploads/2024/10/rimless-5.png,5,Toilet Rimless Modern Watermark Ceramic p trap Commode modern 2Piece Toilet WELS,,,,
vanity-cabinet-stone-basin-top-pvc-white-tap-drainage-not-inc-1200-mm-fs,Vanity cabinet + Stone Basin Top PVC White (Tap Drainage Not Inc) 1200 mm F.S,"<p>Quality bathroom vanity unit with basin top — choose from PVC, ceramic, and stone basin options. Suitable for modern Australian bathroom installations.</p><p>Quality bathroom vanities balance functional storage with finish-quality cabinetry. PVC and engineered wood constructions resist moisture damage in humid bathroom environments. Stone, ceramic, and composite basin tops provide a range of price points and aesthetic options for renovations and new installations.</p><p>## Why buy from Enviro Aqua</p><p>Enviro Aqua is an Australian-owned water filtration specialist based on the NSW Central Coast. We supply residential, commercial, and industrial water treatment products across Australia — with local warehousing for fast dispatch, Australian-standards-compliant products, and direct support from our team if you need help choosing the right system. Where applicable, our products carry WaterMark and WELS certification for full compliance with Australian plumbing standards. Free shipping on orders over $99 within Australia.</p>",Enviro Aqua,,Specialty,,TRUE,Title,Default Title,,,,,EA-MR-4647,0,shopify,10,deny,manual,835.00,,TRUE,TRUE,,https://enviroaqua.com.au/wp-content/uploads/2024/10/stone-basin-cabinet-1.png,1,Vanity cabinet + Stone Basin Top PVC White (Tap Drainage Not Inc) 1200 mm F.S,FALSE,Vanity cabinet + Stone Basin Top PVC White | Enviro Aqua,"Rimless ceramic toilet, WaterMark certified, WELS-rated 4.5L/3L dual flush. P-trap or S-trap. Soft-close UF seat. R&T fittings included.",active
vanity-cabinet-stone-basin-top-pvc-white-tap-drainage-not-inc-1200-mm-fs,,,,,,,,,,,,,,,,,,,,,,,,,https://enviroaqua.com.au/wp-content/uploads/2024/10/stone-basin-cabinet-2.png,2,Vanity cabinet + Stone Basin Top PVC White (Tap Drainage Not Inc) 1200 mm F.S,,,,
